Date,Longitude,Latitude,Individual_ID,SST_Value,SST_Gradient,Thermal_Front_Strength,CHL_Value,CHL_Gradient,Productivity_Index,SSHA_Value,SSHA_Gradient,is_in_eddy,eddy_type,dist_to_eddy_center_km,Daily_Movement_km,Ocean_Complexity_Score,SST_Value_normalized,SST_Gradient_normalized,Thermal_Front_Strength_normalized,CHL_Value_normalized,CHL_Gradient_normalized,Productivity_Index_normalized,SSHA_Value_normalized,SSHA_Gradient_normalized,Daily_Movement_km_normalized,Ocean_Complexity_Score_normalized
2014-07-20,-92.30858723,27.27917865,128778,23.07339709,-0.2171659103,2.171659103,0.3325275948,-0.01844449126,0.3325275948,0.2149238139,0.02092768252,FALSE,none,-1,53.4870617,0.2565380841,0.6195947846,0.3472134698,0.08622992334,0.04816461496,0.4498512369,0.02084973093,0.4387121582,0.432873519,0.197385618,0.09987635254
2014-07-21,-92.7755678,27.18663507,128778,23.32141716,0.2480200663,2.480200663,0.3575962536,0.02506865885,0.3575962536,0.1927503347,-0.0221734792,FALSE,none,-1,47.3029048,0.2952622043,0.6575335289,0.4582184294,0.0984811625,0.05733465053,0.4630468591,0.02481930018,0.4095350468,0.3951448811,0.1745639562,0.1149525698
2014-07-22,-92.96273672,27.19011476,128778,21.73385427,-1.587562887,15.87562887,0.3665906884,0.008994434822,0.3665906884,0.1839535087,-0.008796826005,FALSE,none,-1,18.51671308,1.605354148,0.4146897003,0.02020262069,0.6303725382,0.06062478614,0.4581722548,0.02624354995,0.3979596883,0.4068541457,0.06833302742,0.6250023946
2014-07-23,-93.14930465,27.20665245,128778,23.18078589,1.446931625,14.46931625,0.6721463385,0.3055556501,0.6721463385,0.1699620783,-0.0139914304,FALSE,none,-1,18.54297813,1.766478706,0.6360216666,0.7443085868,0.5745321766,0.1723960697,0.5481062114,0.07462764252,0.379548977,0.4023070444,0.06842995446,0.6877320012
2014-07-24,-92.88518611,27.19853351,128778,21.85532675,-1.325459145,13.25459145,0.8401202953,0.1679739568,0.8401202953,0.1839535087,0.0139914304,FALSE,none,-1,26.13593495,1.507424532,0.433270912,0.08274710144,0.5262991798,0.2338404081,0.5063837427,0.1012259642,0.3979596883,0.4268018649,0.09645057155,0.5868760755
2014-07-25,-92.71238545,27.19338321,128778,22.13105201,0.2757252641,2.757252641,0.272529686,-0.5675906093,0.272529686,0.1954938322,0.0115403235,FALSE,none,-1,17.09995199,0.854856197,0.4754476216,0.4648295796,0.109482047,0.02621757102,0.2833194028,0.01134918865,0.4131450952,0.4246562864,0.06310469269,0.3328157658
2014-07-26,-92.64949754,27.14399824,128778,23.01879692,0.88774491,8.8774491,0.2927498687,0.02022018271,0.2927498687,0.2414211333,0.04592730105,FALSE,none,-1,8.298145882,0.9538923937,0.6112427919,0.6108727097,0.3524962801,0.03361404946,0.4615765298,0.01455101193,0.4735788218,0.4547569559,0.03062300678,0.3713729029
2014-07-27,-92.48973475,27.18257351,128778,22.97187063,-0.04692629522,0.4692629522,0.4131315157,0.120381647,0.4131315157,0.2141754925,-0.02724564075,FALSE,none,-1,16.37720884,0.194553583,0.604064644,0.3878368818,0.01863299278,0.07764927252,0.491951091,0.03361319177,0.4377274748,0.3907049603,0.06043752237,0.0757443181
2014-07-28,-92.35872025,27.08410821,128778,23.25792057,0.2860499439,2.860499439,0.2770156697,-0.136115846,0.2770156697,0.2496242672,0.0354487747,FALSE,none,-1,16.96954211,0.4576145646,0.647820683,0.4672933054,0.1135816607,0.02785852958,0.4141666971,0.01205953471,0.4843729669,0.4455845691,0.06262343546,0.1781601891
2014-07-29,-92.17181529,27.20884204,128778,22.6548559,-0.6030646702,6.030646702,0.5834267344,0.3064110647,0.5834267344,0.2229713351,-0.02665293217,FALSE,none,-1,23.11665744,0.9361286671,0.5555720328,0.2551284147,0.2394584869,0.1399427211,0.5483656209,0.06057908038,0.4493015393,0.3912237882,0.08530840111,0.3644570634
2014-07-30,-91.94563224,27.33574933,128778,22.86747733,0.2126214301,2.126214301,0.4280162708,-0.1554104635,0.4280162708,0.2207891643,-0.002182170749,FALSE,none,-1,26.43602242,0.3702140643,0.5880959741,0.4497714332,0.0844254496,0.08309406854,0.4083154893,0.03597016134,0.4464301162,0.4126442897,0.09755799734,0.1441331042
2014-07-31,-91.60454376,27.58272271,128778,22.03862262,-0.8288547109,8.288547109,1.162404696,0.7343884254,1.162404696,0.1665728092,-0.05421635509,FALSE,none,-1,43.43714355,1.617459491,0.4613090273,0.2012492876,0.3291127879,0.3517310155,0.678152307,0.1522590192,0.375089186,0.367096123,0.1602979702,0.6297152915
2014-08-01,-91.26857513,27.6083851,128778,22.21721506,0.1785924344,1.785924344,0.366710653,-0.7956940433,0.366710653,0.1323394328,-0.03423337638,FALSE,none,-1,33.23087451,1.008519854,0.4886276746,0.4416512673,0.07091357895,0.0606686688,0.2141456766,0.02626254609,0.3300429834,0.3845882401,0.122633334,0.3926406672
2014-08-02,-90.81892118,27.79884221,128778,21.37271109,-0.8445039606,8.445039606,0.6688657813,0.3021551283,0.6688657813,0.1109568104,-0.02138262242,FALSE,none,-1,49.07251394,1.168041711,0.3594469179,0.1975149868,0.3353266251,0.1711960523,0.5470749829,0.07410817321,0.3019065258,0.3958371583,0.1810944214,0.4547463046
2014-08-03,-90.36416496,27.65429208,128778,22.29014315,0.9174320577,9.174320577,0.2724141774,-0.3964516039,0.2724141774,0.1816103309,0.07065352052,FALSE,none,-1,47.55881355,1.384537182,0.4997832253,0.6179568026,0.364284136,0.02617531834,0.3352183265,0.01133089811,0.3948764031,0.4764010727,0.1755083473,0.5390331194
2014-08-04,-89.81121859,27.9073042,128778,22.08220782,-0.2079353311,2.079353311,0.2972499418,0.02483576444,0.2972499418,0.3050864041,0.1234760731,FALSE,none,-1,61.24232889,0.3562471687,0.4679760998,0.3494161158,0.08256474342,0.03526016187,0.4629762325,0.01526358901,0.5573531669,0.5226393382,0.226005216,0.1386954609
2014-08-05,-89.24298375,28.21139613,128778,21.44430694,-0.6379008836,6.379008836,0.2857197207,-0.01153022105,0.2857197207,0.2534608245,-0.0516255796,FALSE,none,-1,65.20967862,0.7010566843,0.3703986785,0.2468156265,0.2532908789,0.03104244374,0.4519480306,0.01343780283,0.4894213248,0.3693639605,0.2406460984,0.2729379725
2014-08-06,-88.62632298,28.32431001,128778,21.26160415,-0.1827027861,1.827027861,0.2827429075,-0.002976813231,0.2882416938,0.1775583774,-0.0759024471,FALSE,none,-1,61.68340795,0.2615820464,0.3424512854,0.3554372295,0.07254567357,0.02995353494,0.4545419025,0.01383715195,0.3895446147,0.3481131843,0.2276329492,0.1018400866
2014-08-07,-88.02532645,28.58660691,128778,21.15777425,-0.1038298983,1.038298983,0.8641078352,0.5813649277,1.062235256,0.1368744373,-0.04068394005,FALSE,none,-1,65.5949136,0.725878766,0.3265687964,0.3742582649,0.04122766856,0.2426149738,0.6317470191,0.1363973997,0.3360103975,0.3789417338,0.2420677477,0.2826017969
2014-07-10,-90.905,28.054,101197,23.09740973,0,0,0.5385338504,0,0.5385338504,0.0739198029,0,FALSE,none,-1,0,0,0.6232679123,0.3990346646,0,0.1235210471,0.4554446389,0.05347038691,0.2531711477,0.4145544546,0,0
2014-07-11,-91.07508402,26.8743576,101197,23.17011383,0.07270409714,0.7270409714,0.4271697731,-0.1113640773,0.4271697731,0.1217813119,0.04786150903,FALSE,none,-1,132.2392509,0.2319296834,0.6343891985,0.4163836729,0.02886856742,0.08278442236,0.4216728185,0.03583612021,0.3161500139,0.4564500665,0.4880082291,0.09029571929
2014-07-12,-91.0643451,26.79974934,101197,24.63976427,1.469650442,14.69650442,0.9520347699,0.5248649968,0.9520347699,0.08346037567,-0.03832093626,FALSE,none,-1,8.364203613,2.032836376,0.8591963812,0.7497298624,0.5835531222,0.2747783665,0.6146130782,0.1189473852,0.2657251701,0.3810101911,0.03086678248,0.7914313511
2014-07-13,-90.97861577,26.8528773,101197,24.00409017,-0.6356741012,6.356741012,0.4252911954,-0.5267435745,0.4252911954,0.08719902486,0.003738649189,FALSE,none,-1,10.35683414,1.166156325,0.7619595828,0.2473469923,0.2524066919,0.08209724464,0.2957065096,0.0355386514,0.270644695,0.4178270843,0.03822027312,0.4540122791
2014-07-14,-90.94176281,26.88455657,101197,23.61623516,-0.3878550029,3.878550029,0.4614046169,0.03611342148,0.4614046169,0.08719902486,0,FALSE,none,-1,5.0765171,0.4239684243,0.7026307873,0.3064828012,0.1540053276,0.09530741919,0.4663962492,0.04125713551,0.270644695,0.4145544546,0.0187340907,0.1650609498
2014-07-15,-90.88112498,26.89930782,101197,23.94123433,0.32499917,3.2499917,0.4287737425,-0.03263087446,0.4287737425,0.1109770983,0.02377807349,FALSE,none,-1,6.23317041,0.381408118,0.7523447504,0.4765875608,0.129047204,0.08337114925,0.4455491317,0.03609010538,0.3019332218,0.4353686111,0.02300253845,0.1484912144
2014-07-16,-90.88628201,26.83231798,101197,22.60647594,-1.33475839,13.3475839,0.5037309007,0.07495715827,0.5037309007,0.0770515278,-0.03392557055,FALSE,none,-1,7.466474376,1.443641119,0.5481715234,0.08052806988,0.529991625,0.110790239,0.478175844,0.04795941325,0.2572920475,0.3848576782,0.02755385344,0.5620436821
2014-07-17,-91.07128765,26.83554884,101197,24.01699164,1.410515696,14.10515696,0.6852279068,0.1814970061,0.6852279068,0.142252177,0.0652006492,FALSE,none,-1,18.36001448,1.657213351,0.7639330751,0.7356188392,0.5600725279,0.1771812657,0.510484688,0.07669908127,0.3430867299,0.4716278973,0.06775475583,0.6451924108
2014-07-18,-91.04888747,26.91328598,101197,23.4040184,-0.6129732421,6.129732421,0.2832687956,-0.4019591112,0.2832687956,0.142252177,0,FALSE,none,-1,8.924943653,1.014932353,0.670168746,0.2527639826,0.2433928769,0.03014590313,0.3335481421,0.01304970401,0.3430867299,0.4145544546,0.03293610571,0.395137205
2014-07-19,-91.07588863,26.95028654,101197,23.65430633,0.2502879269,2.502879269,0.4558320523,0.1725632567,0.4558320523,0.142252177,0,FALSE,none,-1,4.908397062,0.4228511836,0.7084543969,0.4587595974,0.0993816604,0.0932689928,0.5077754752,0.04037473166,0.3430867299,0.4145544546,0.01811367005,0.1646259815
2014-07-20,-91.08396846,26.96068688,101197,23.79342693,0.1391206007,1.391206007,0.4039418992,-0.05189015306,0.4039418992,0.1679107398,0.02565856278,FALSE,none,-1,1.406676437,0.2166693165,0.7297351786,0.4322323047,0.05524052424,0.07428774009,0.4397086406,0.03215803539,0.3768497103,0.4370146989,0.005191118917,0.08435449699
2014-07-21,-91.08260718,26.92776782,101197,22.30119093,-1.492235995,14.92235995,0.505998178,0.1020562788,0.505998178,0.1679107398,0,FALSE,none,-1,3.662918725,1.594292274,0.5014731646,0.04294999142,0.5925211524,0.1116196018,0.4863938138,0.04831843183,0.3768497103,0.4145544546,0.01351742745,0.6206957448
2014-07-22,-91.20615437,26.91584672,101197,22.99108862,0.6898976919,6.898976919,0.5730794848,0.06708130673,0.5730794848,0.1960829794,0.02817223966,FALSE,none,-1,12.32050405,0.7851512383,0.6070043521,0.563661436,0.273937217,0.1361577302,0.475787445,0.05894061523,0.4139203282,0.4392150481,0.04546688914,0.3056779743
2014-07-23,-91.36600233,27.02166937,101197,22.99993824,0.008849612434,0.08849612434,0.544646751,-0.02843273378,0.544646751,0.2212533206,0.02517034113,FALSE,none,-1,19.73349141,0.06245268734,0.6083580458,0.4011464025,0.003513909714,0.1257571267,0.4468222428,0.05443835182,0.4470408792,0.4365873337,0.07282335714,0.02431431045
2014-07-24,-91.27662796,27.08486772,101197,21.70586525,-1.294072988,12.94072988,0.8882037231,0.3435569721,0.8882037231,0.2009730786,-0.02028024197,FALSE,none,-1,11.30117755,1.657910202,0.4104083196,0.09023662028,0.5138366992,0.2514291729,0.5596303388,0.1088398736,0.4203549958,0.3968021279,0.04170522447,0.6454637111
2014-07-25,-91.32440741,27.11216347,101197,22.45260677,0.7467415259,7.467415259,0.4619893137,-0.4262144094,0.4619893137,0.1982442737,-0.002728804946,FALSE,none,-1,5.619731141,1.17568474,0.5246347056,0.5772257905,0.2965081603,0.09552129941,0.3261925783,0.04134972101,0.4167642808,0.4121657929,0.02073873698,0.4577219169
2014-07-26,-91.37524854,27.08019033,101197,23.13915388,0.6865471075,6.865471075,0.2649926384,-0.1969966753,0.2649926384,0.2224465758,0.0242023021,FALSE,none,-1,6.161881668,0.9077460849,0.6296533662,0.5628619032,0.2726068027,0.02346054305,0.3957042227,0.01015571308,0.4486110315,0.4357399599,0.02273945852,0.3534070519
2014-07-27,-91.37330921,26.99859445,101197,22.40917502,-0.72997886,7.2997886,0.2718776377,0.006884999285,0.2718776377,0.2246916294,0.002245053649,FALSE,none,-1,9.07508071,0.739108913,0.5179911054,0.2248435281,0.2898522197,0.02597905386,0.4575325559,0.01124593819,0.4515651994,0.4165196642,0.03349016299,0.2877526065
2014-07-28,-91.39023284,27.06337566,101197,22.2847483,-0.1244267239,1.244267239,0.3628098785,0.09093224075,0.3628098785,0.2224465758,-0.002245053649,FALSE,none,-1,7.395806841,0.2176040183,0.4989579936,0.3693433493,0.04940603639,0.0592417779,0.483020383,0.02564486667,0.4486110315,0.4125892451,0.02729306597,0.08471839855
2014-07-29,-91.37330384,27.09499942,101197,22.19668264,-0.08806565735,0.8806565735,0.3280338344,-0.03477604405,0.3280338344,0.2224465758,0,FALSE,none,-1,3.895417028,0.1228417014,0.4854869043,0.3780200054,0.0349681719,0.04652081175,0.4448985962,0.02013815347,0.4486110315,0.4145544546,0.014375426,0.047825184
2014-07-30,-91.32414686,27.09892092,101197,22.94110249,0.7444198504,7.444198504,0.4991435528,0.1711097184,0.4991435528,0.1611672491,-0.06127932668,FALSE,none,-1,4.885539715,0.9768088955,0.5993581518,0.576671781,0.2955862941,0.1091122017,0.5073346811,0.04723301639,0.3679762459,0.360913545,0.01802931859,0.3802948399
2014-07-31,-91.35202166,27.05904584,101197,23.01116066,0.07005817437,0.7005817437,0.3568596238,-0.142283929,0.3568596238,0.1979778409,0.03681059182,FALSE,none,-1,5.222626562,0.2491526952,0.6100747007,0.4157522898,0.02781795263,0.05706519371,0.4122961892,0.02470265641,0.4164136935,0.4467766369,0.01927328477,0.0970010457
2014-08-01,-91.36006505,26.95908985,101197,22.00383508,-1.007325584,10.07325584,0.2532481832,-0.1036114406,0.2532481832,0.2026300877,0.004652246833,FALSE,none,-1,11.14312616,1.115589271,0.4559877015,0.1586616924,0.3999780986,0.01916445873,0.4240238518,0.008296003371,0.4225353817,0.4186268028,0.0411219606,0.4343253274
2014-08-02,-91.16353238,27.07810392,101197,21.77433456,-0.2295005198,2.295005198,0.2444076876,-0.008840495569,0.2444076876,0.1312840581,-0.07134602964,FALSE,none,-1,23.54035008,0.3096870451,0.4208818261,0.3442701247,0.09112761854,0.01593063361,0.4527637059,0.006896129548,0.3286542619,0.3521016481,0.0868719724,0.1205685019
2014-08-03,-90.71036855,27.18429812,101197,21.77258124,-0.001753321554,0.01753321554,0.3793101021,0.1349024144,0.3793101021,0.131090641,-0.0001934170723,FALSE,none,-1,46.37343731,0.136849153,0.4206136268,0.3986162784,0.0006961902215,0.06527750713,0.4963546003,0.02825764227,0.3283997529,0.4143851468,0.1711339021,0.05327861671
2014-08-04,-90.24645611,27.24108563,101197,22.08400954,0.3114282973,3.114282973,0.5540547251,0.174744623,0.5540547251,0.2727310359,0.1416403949,FALSE,none,-1,46.30757194,0.6278133153,0.4682517019,0.4733492126,0.1236586266,0.1291985337,0.5084369876,0.05592808467,0.5147781532,0.5385394924,0.1708908363,0.2444225941
2014-08-05,-89.87745359,27.27603893,101197,21.91086247,-0.1731470662,1.731470662,0.5464135299,-0.007641195205,0.5464135299,0.4251590371,0.1524280012,TRUE,anticyclonic,70.61408136,36.68111465,0.3332162625,0.4417660131,0.3577174623,0.06875139022,0.1264034088,0.4531274009,0.05471811753,0.7153514927,0.5479824325,0.1353659045,0.1297289836
2014-08-06,-89.68289606,27.30330102,101197,21.95649734,0.04563486551,0.4563486551,0.5072646749,-0.03914885502,0.5072646749,0.5020281672,0.07686913013,TRUE,anticyclonic,51.8486728,19.46348055,0.1616528507,0.4487466156,0.40992428,0.01812020565,0.1120828823,0.4435725152,0.04851897893,0.8165002188,0.4818419118,0.07182692437,0.0629352837
2014-08-07,-89.63736488,27.54954533,101197,21.53542303,-0.4210743102,4.210743102,0.5165653653,0.009300690431,0.5165653653,0.4960518777,-0.005976289511,TRUE,anticyclonic,58.72144557,27.74742699,0.4363512902,0.3843363813,0.2985558471,0.1671956959,0.1154850453,0.4582651287,0.04999172364,0.8086362808,0.4093231046,0.1023975304,0.1698818928
2014-08-08,-89.60333253,27.76734743,101197,21.91826166,0.3828386366,3.828386366,0.2656780772,-0.2508872881,0.2656780772,0.4299070239,-0.06614485383,TRUE,anticyclonic,73.87877874,24.4493302,0.6998707785,0.4428978411,0.490389498,0.1520134824,0.02371127437,0.3793615731,0.01026425086,0.7215991608,0.3566545017,0.09022642107,0.2724762713
2014-08-09,-89.4078891,28.01716994,101197,21.91080369,-0.007457973703,0.07457973703,0.2569090114,-0.008769065842,0.2569090114,0.3150844276,-0.1148225963,FALSE,none,-1,33.7728477,0.1310496359,0.4417570215,0.3972550063,0.00296133265,0.02050357802,0.4527853674,0.008875687788,0.5705091287,0.3140443992,0.1246334011,0.0510207273
2014-08-10,-89.10191209,28.06295597,101197,21.53464771,-0.3761559807,3.761559807,0.4565091711,0.1996001598,0.4565091711,0.3332132399,0.01812881231,FALSE,none,-1,30.45794121,0.5938849528,0.3842177837,0.3092744792,0.1493600047,0.09351668072,0.5159745773,0.04048195199,0.5943640399,0.4304235256,0.1124002583,0.231213479
2014-08-11,-88.76606504,28.10580869,101197,21.2782041,-0.256443605,2.56443605,0.5111688399,0.05465966878,0.5111688399,0.2763571143,-0.05685612559,FALSE,none,-1,33.29014351,0.3679593994,0.3449905207,0.3378408336,0.1018258914,0.1135110135,0.4720205093,0.04913719523,0.5195495511,0.3647853977,0.1228520569,0.1432553097
2014-08-12,-88.8364213,28.16188475,101197,21.53605229,0.257848183,2.57848183,0.5433217904,0.03215295047,0.5433217904,0.3132045269,0.03684741259,FALSE,none,-1,9.299198659,0.3268485461,0.384432637,0.4605636628,0.1023836063,0.1252724603,0.4651952128,0.05422854711,0.5680354496,0.446808868,0.03431723516,0.1272498808
2014-08-13,-88.84226524,28.19585024,101197,21.4779944,-0.05805788871,0.5805788871,1.359983546,0.816661756,1.359983546,0.2361691147,-0.07703541219,FALSE,none,-1,3.819979364,0.9517550569,0.375551729,0.3851806064,0.0230530072,0.4240047295,0.703102185,0.1835452133,0.4666679203,0.3471214424,0.01409703512,0.3705407871
2014-08-14,-88.85892025,28.22285399,101197,21.18760633,-0.2903880662,2.903880662,0.2331286217,-1.126854925,0.2331286217,0.2361691147,0,FALSE,none,-1,3.417524891,1.417242991,0.3311321029,0.3297408397,0.115304196,0.01180478722,0.1137191651,0.005110113255,0.4666679203,0.4145544546,0.01261183997,0.5517662654
2014-08-15,-88.8054294,28.2040833,101197,21.35206457,0.1644582372,1.644582372,0.4227174717,0.18958885,0.4227174717,0.2082933486,-0.02787576616,FALSE,none,-1,5.641557133,0.3819228533,0.3562886925,0.4382784958,0.06530132268,0.0811557847,0.5129385879,0.03513110768,0.4299874189,0.3901533795,0.02081928238,0.1486916131
2014-08-16,-88.57821228,28.17853222,101197,22.04122203,0.689157458,6.89157458,0.3322483933,-0.09046907838,0.3322483933,0.1775583774,-0.03073497117,FALSE,none,-1,22.44879942,0.8103615076,0.4617066491,0.5634847978,0.2736432928,0.04806248398,0.4280093515,0.02080551998,0.3895446147,0.387650572,0.08284377579,0.3154929293
2014-08-17,-88.34087768,28.36265773,101197,21.49592219,-0.5452998362,5.452998362,0.3374804704,0.005232077061,0.3543970786,0.1272431463,-0.05031523108,FALSE,none,-1,30.97407714,0.6008471443,0.3782940794,0.2689125427,0.2165218427,0.0499763611,0.4570312974,0.02431271756,0.3233370029,0.3705109752,0.114304977,0.2339240251
2014-08-18,-88.16184165,28.47267571,101197,21.13320636,-0.3627158266,3.627158266,0.3914451617,0.05396469128,0.4455196187,0.1364474446,0.009204298258,FALSE,none,-1,21.35938005,0.4258848161,0.322810734,0.3124816348,0.1440233316,0.06971647329,0.4718097532,0.03874177954,0.3354485363,0.4226114448,0.07882344436,0.1658070465
2014-08-19,-88.1239981,28.52331896,101197,22.52018539,1.386979029,13.86979029,0.7062148955,0.3147697338,0.8323838363,0.1368744373,0.000426992774,FALSE,none,-1,6.737023264,1.702175756,0.5349719657,0.7300024042,0.5507268392,0.1848582394,0.5509004372,0.1000009122,0.3360103975,0.4149282231,0.02486192844,0.6626973397
2014-08-20,-88.17466234,28.5397246,101197,21.00549729,-1.5146881,15.146881,0.466190291,-0.2400246045,0.5555961158,0.1205256581,-0.0163487792,FALSE,none,-1,5.274907649,1.771061483,0.3032755334,0.03759236007,0.6014361947,0.09705800352,0.3826557466,0.05617216064,0.314497754,0.4002435371,0.01946621992,0.6895161851
2014-08-21,-88.23653314,28.55975648,101197,20.95106155,-0.05443574392,0.5443574392,0.6014282192,0.1352379282,0.726408121,0.1205256581,0,FALSE,none,-1,6.440599227,0.1896736721,0.2949486919,0.3860449403,0.02161476458,0.1465276069,0.4964563468,0.0832198813,0.314497754,0.4145544546,0.02376802199,0.07384445321
2014-08-22,-88.36036958,28.55975548,101197,22.02326298,1.072201436,10.72201436,0.9325919401,0.3311637209,1.126388634,0.1118143275,-0.008711330593,FALSE,none,-1,12.09443775,1.412076487,0.4589595186,0.6548886307,0.4257383098,0.2676662413,0.5558720115,0.1465559517,0.3030348951,0.4069289841,0.0446326269,0.5497548231
2014-08-23,-88.42567501,28.52932777,101197,21.03647233,-0.9867906562,9.867906562,0.5522108774,-0.3803810628,0.6535207086,0.1118143275,0,FALSE,none,-1,7.220696647,1.367171719,0.308013674,0.1635618376,0.3918243085,0.12852406,0.3400918139,0.07167831333,0.3030348951,0.4145544546,0.02664684925,0.5322723333
2014-08-24,-88.26892707,28.47583388,101197,19.93544193,-1.101030397,11.01030397,1.625229003,1.073018126,1.85384526,0.1265355498,0.01472122222,FALSE,none,-1,16.43146848,2.188769745,0.139592984,0.1363013903,0.4371854062,0.5210306728,0.7808437825,0.2617471738,0.3224059075,0.4274406888,0.06063775906,0.8521399052
2014-08-25,-87.7952883,28.34184299,101197,20.66289521,0.7274532796,7.274532796,0.279279318,-1.345949685,0.2886280234,0.1727831662,0.04624761641,FALSE,none,-1,48.66090048,2.119650581,0.2508689158,0.5726231346,0.2888493892,0.02868656493,0.04727737277,0.01389832642,0.3832611231,0.4550373442,0.1795754264,0.8252301777
2014-08-26,-87.22920394,28.07659144,101197,21.36277257,0.6998773622,6.998773622,0.2189749347,-0.06030438332,0.2189749347,0.1853930503,0.01260988414,TRUE,anticyclonic,33.33522376,62.82341047,0.7727916296,0.3579266578,0.5660428339,0.277899838,0.006627413585,0.4371569751,0.002868906772,0.3998539181,0.4255925272,0.2318399498,0.3008660859
2014-08-27,-87.0114038,27.72985688,101197,21.19147776,-0.1712948169,1.712948169,0.3417027632,0.1227278285,0.3417027632,0.1575105935,-0.02788245678,FALSE,none,-1,44.09725363,0.3219051022,0.3317243011,0.3581594551,0.06801591882,0.05152086237,0.4926625845,0.02230259951,0.3631646128,0.3901475229,0.162734003,0.125325281
2014-08-28,-86.57711658,27.43198075,101197,20.46705955,-0.7244182074,7.244182074,0.2114035061,-0.1302992571,0.2114035061,0.1618617177,0.004351124167,FALSE,none,-1,54.12161244,0.8590685887,0.2209126335,0.2261704383,0.2876442551,0.003857809124,0.4159306123,0.001669987029,0.3688900668,0.4183632148,0.199727328,0.3344557497
2014-08-29,-86.10325035,27.14629861,101197,22.9855114,2.518451854,25.18451854,0.2043693869,-0.007034119224,0.2043693869,0.1187908947,-0.04307082295,FALSE,none,-1,56.58513779,2.568556796,0.6061512247,1,1,0.001284750716,0.4533115003,0.0005561490891,0.3122150547,0.3768523739,0.2088185822,1
